B_0	B_1	B_2	B_3	B_4	B_5	B_6	B_7	B_8	B_9	B_10	Class
0	1	0	0	1	0	0	0	0	1	1	0
0	1	0	0	1	0	0	0	1	0	0	0
0	1	0	0	1	0	0	0	1	0	1	0
0	1	0	0	1	0	0	0	1	1	0	0
0	1	0	0	1	0	0	0	1	1	1	0
0	1	0	0	1	0	0	1	0	0	0	0
0	1	0	0	1	0	0	1	0	0	1	0
0	1	0	0	1	0	0	1	0	1	0	0
0	1	0	0	1	0	0	1	0	1	1	0
0	1	0	0	1	0	0	1	1	0	0	0
0	1	0	0	1	0	0	1	1	0	1	0
0	1	0	0	1	0	0	1	1	1	0	0
0	1	0	0	1	0	0	1	1	1	1	1
0	1	0	0	1	0	1	0	0	0	0	0
0	1	0	0	1	0	1	0	0	0	1	0
0	1	0	0	1	0	1	0	0	1	0	0
0	1	0	0	1	0	1	0	0	1	1	0
0	1	0	0	1	0	1	0	1	0	0	0
0	1	0	0	1	0	1	0	1	0	1	0
0	1	0	0	1	0	1	0	1	1	0	0
0	1	0	0	1	0	1	0	1	1	1	1
0	1	0	0	1	0	1	1	0	0	0	0
0	1	0	0	1	0	1	1	0	0	1	0
0	1	0	0	1	0	1	1	0	1	0	0
0	1	0	0	1	0	1	1	0	1	1	1
0	1	0	0	1	0	1	1	1	0	0	0
0	1	0	0	1	0	1	1	1	0	1	1
0	1	0	0	1	0	1	1	1	1	0	1
0	1	0	0	1	0	1	1	1	1	1	1
0	1	0	0	1	1	0	0	0	0	0	0
0	1	0	0	1	1	0	0	0	0	1	0
0	1	0	0	1	1	0	0	0	1	0	0
0	1	0	0	1	1	0	0	0	1	1	0
0	1	0	0	1	1	0	0	1	0	0	0
0	1	0	0	1	1	0	0	1	0	1	0
0	1	0	0	1	1	0	0	1	1	0	0
0	1	0	0	1	1	0	0	1	1	1	1
0	1	0	0	1	1	0	1	0	0	0	0
0	1	0	0	1	1	0	1	0	0	1	0
0	1	0	0	1	1	0	1	0	1	0	0
0	1	0	0	1	1	0	1	0	1	1	1
0	1	0	0	1	1	0	1	1	0	0	0
0	1	0	0	1	1	0	1	1	0	1	1
0	1	0	0	1	1	0	1	1	1	0	1
0	1	0	0	1	1	0	1	1	1	1	1
0	1	0	0	1	1	1	0	0	0	0	0
0	1	0	0	1	1	1	0	0	0	1	0
0	1	0	0	1	1	1	0	0	1	0	0
0	1	0	0	1	1	1	0	0	1	1	1
0	1	0	0	1	1	1	0	1	0	0	0
0	1	0	0	1	1	1	0	1	0	1	1
0	1	0	0	1	1	1	0	1	1	0	1
0	1	0	0	1	1	1	0	1	1	1	1
0	1	0	0	1	1	1	1	0	0	0	0
0	1	0	0	1	1	1	1	0	0	1	1
0	1	0	0	1	1	1	1	0	1	0	1
0	1	0	0	1	1	1	1	0	1	1	1
0	1	0	0	1	1	1	1	1	0	0	1
0	1	0	0	1	1	1	1	1	0	1	1
0	1	0	0	1	1	1	1	1	1	0	1
0	1	0	0	1	1	1	1	1	1	1	1
0	1	0	1	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	1	0
0	1	0	1	0	0	0	0	0	1	0	0
0	1	0	1	0	0	0	0	0	1	1	0
0	1	0	1	0	0	0	0	1	0	0	0
0	1	0	1	0	0	0	0	1	0	1	0
0	1	0	1	0	0	0	0	1	1	0	0
0	1	0	1	0	0	0	0	1	1	1	0
0	1	0	1	0	0	0	1	0	0	0	0
0	1	0	1	0	0	0	1	0	0	1	0
0	1	0	1	0	0	0	1	0	1	0	0
0	1	0	1	0	0	0	1	0	1	1	0
0	1	0	1	0	0	0	1	1	0	0	0
0	1	0	1	0	0	0	1	1	0	1	0
0	1	0	1	0	0	0	1	1	1	0	0
0	1	0	1	0	0	0	1	1	1	1	1
0	1	0	1	0	0	1	0	0	0	0	0
0	1	0	1	0	0	1	0	0	0	1	0
0	1	0	1	0	0	1	0	0	1	0	0
0	1	0	1	0	0	1	0	0	1	1	0
0	1	0	1	0	0	1	0	1	0	0	0
0	1	0	1	0	0	1	0	1	0	1	0
0	1	0	1	0	0	1	0	1	1	0	0
0	1	0	1	0	0	1	0	1	1	1	1
0	1	0	1	0	0	1	1	0	0	0	0
0	1	0	1	0	0	1	1	0	0	1	0
0	1	0	1	0	0	1	1	0	1	0	0
0	1	0	1	0	0	1	1	0	1	1	1
0	1	0	1	0	0	1	1	1	0	0	0
0	1	0	1	0	0	1	1	1	0	1	1
0	1	0	1	0	0	1	1	1	1	0	1
0	1	0	1	0	0	1	1	1	1	1	1
0	1	0	1	0	1	0	0	0	0	0	0
0	1	0	1	0	1	0	0	0	0	1	0
0	1	0	1	0	1	0	0	0	1	0	0
0	1	0	1	0	1	0	0	0	1	1	0
0	1	0	1	0	1	0	0	1	0	0	0
0	1	0	1	0	1	0	0	1	0	1	0
0	1	0	1	0	1	0	0	1	1	0	0
0	1	0	1	0	1	0	0	1	1	1	1
0	1	0	1	0	1	0	1	0	0	0	0
0	1	0	1	0	1	0	1	0	0	1	0
0	1	0	1	0	1	0	1	0	1	0	0
0	1	0	1	0	1	0	1	0	1	1	1
0	1	0	1	0	1	0	1	1	0	0	0
0	1	0	1	0	1	0	1	1	0	1	1
0	1	0	1	0	1	0	1	1	1	0	1
0	1	0	1	0	1	0	1	1	1	1	1
0	1	0	1	0	1	1	0	0	0	0	0
0	1	0	1	0	1	1	0	0	0	1	0
0	1	0	1	0	1	1	0	0	1	0	0
0	1	0	1	0	1	1	0	0	1	1	1
0	1	0	1	0	1	1	0	1	0	0	0
0	1	0	1	0	1	1	0	1	0	1	1
0	1	0	1	0	1	1	0	1	1	0	1
0	1	0	1	0	1	1	0	1	1	1	1
0	1	0	1	0	1	1	1	0	0	0	0
0	1	0	1	0	1	1	1	0	0	1	1
0	1	0	1	0	1	1	1	0	1	0	1
0	1	0	1	0	1	1	1	0	1	1	1
0	1	0	1	0	1	1	1	1	0	0	1
0	1	0	1	0	1	1	1	1	0	1	1
0	1	0	1	0	1	1	1	1	1	0	1
0	1	0	1	0	1	1	1	1	1	1	1
0	1	0	1	1	0	0	0	0	0	0	0
0	1	0	1	1	0	0	0	0	0	1	0
0	1	0	1	1	0	0	0	0	1	0	0
0	1	0	1	1	0	0	0	0	1	1	0
0	1	0	1	1	0	0	0	1	0	0	0
0	1	0	1	1	0	0	0	1	0	1	0
0	1	0	1	1	0	0	0	1	1	0	0
0	1	0	1	1	0	0	0	1	1	1	1
0	1	0	1	1	0	0	1	0	0	0	0
0	1	0	1	1	0	0	1	0	0	1	0
0	1	0	1	1	0	0	1	0	1	0	0
0	1	0	1	1	0	0	1	0	1	1	1
0	1	0	1	1	0	0	1	1	0	0	0
0	1	0	1	1	0	0	1	1	0	1	1
0	1	0	1	1	0	0	1	1	1	0	1
0	1	0	1	1	0	0	1	1	1	1	1
0	1	0	1	1	0	1	0	0	0	0	0
0	1	0	1	1	0	1	0	0	0	1	0
0	1	0	1	1	0	1	0	0	1	0	0
0	1	0	1	1	0	1	0	0	1	1	1
0	1	0	1	1	0	1	0	1	0	0	0
0	1	0	1	1	0	1	0	1	0	1	1
0	1	0	1	1	0	1	0	1	1	0	1
0	1	0	1	1	0	1	0	1	1	1	1
0	1	0	1	1	0	1	1	0	0	0	0
0	1	0	1	1	0	1	1	0	0	1	1
0	1	0	1	1	0	1	1	0	1	0	1
0	1	0	1	1	0	1	1	0	1	1	1
0	1	0	1	1	0	1	1	1	0	0	1
0	1	0	1	1	0	1	1	1	0	1	1
0	1	0	1	1	0	1	1	1	1	0	1
0	1	0	1	1	0	1	1	1	1	1	1
0	1	0	1	1	1	0	0	0	0	0	0
0	1	0	1	1	1	0	0	0	0	1	0
0	1	0	1	1	1	0	0	0	1	0	0
0	1	0	1	1	1	0	0	0	1	1	1
0	1	0	1	1	1	0	0	1	0	0	0
0	1	0	1	1	1	0	0	1	0	1	1
0	1	0	1	1	1	0	0	1	1	0	1
0	1	0	1	1	1	0	0	1	1	1	1
0	1	0	1	1	1	0	1	0	0	0	0
0	1	0	1	1	1	0	1	0	0	1	1
0	1	0	1	1	1	0	1	0	1	0	1
0	1	0	1	1	1	0	1	0	1	1	1
0	1	0	1	1	1	0	1	1	0	0	1
0	1	0	1	1	1	0	1	1	0	1	1
0	1	0	1	1	1	0	1	1	1	0	1
0	1	0	1	1	1	0	1	1	1	1	1
0	1	0	1	1	1	1	0	0	0	0	0
0	1	0	1	1	1	1	0	0	0	1	1
0	1	0	1	1	1	1	0	0	1	0	1
0	1	0	1	1	1	1	0	0	1	1	1
0	1	0	1	1	1	1	0	1	0	0	1
0	1	0	1	1	1	1	0	1	0	1	1
0	1	0	1	1	1	1	0	1	1	0	1
0	1	0	1	1	1	1	0	1	1	1	1
0	1	0	1	1	1	1	1	0	0	0	1
0	1	0	1	1	1	1	1	0	0	1	1
0	1	0	1	1	1	1	1	0	1	0	1
0	1	0	1	1	1	1	1	0	1	1	1
0	1	0	1	1	1	1	1	1	0	0	1
0	1	0	1	1	1	1	1	1	0	1	1
0	1	0	1	1	1	1	1	1	1	0	1
0	1	0	1	1	1	1	1	1	1	1	1
0	1	1	0	0	0	0	0	0	0	0	0
0	1	1	0	0	0	0	0	0	0	1	0
0	1	1	0	0	0	0	0	0	1	0	0
0	1	1	0	0	0	0	0	0	1	1	0
0	1	1	0	0	0	0	0	1	0	0	0
0	1	1	0	0	0	0	0	1	0	1	0
0	1	1	0	0	0	0	0	1	1	0	0
0	1	1	0	0	0	0	0	1	1	1	0
0	1	1	0	0	0	0	1	0	0	0	0
0	1	1	0	0	0	0	1	0	0	1	0
0	1	1	0	0	0	0	1	0	1	0	0
0	1	1	0	0	0	0	1	0	1	1	0
0	1	1	0	0	0	0	1	1	0	0	0
0	1	1	0	0	0	0	1	1	0	1	0
0	1	1	0	0	0	0	1	1	1	0	0
0	1	1	0	0	0	0	1	1	1	1	1
0	1	1	0	0	0	1	0	0	0	0	0
0	1	1	0	0	0	1	0	0	0	1	0
0	1	1	0	0	0	1	0	0	1	0	0
0	1	1	0	0	0	1	0	0	1	1	0
0	1	1	0	0	0	1	0	1	0	0	0
0	1	1	0	0	0	1	0	1	0	1	0
0	1	1	0	0	0	1	0	1	1	0	0
0	1	1	0	0	0	1	0	1	1	1	1
0	1	1	0	0	0	1	1	0	0	0	0
0	1	1	0	0	0	1	1	0	0	1	0
0	1	1	0	0	0	1	1	0	1	0	0
0	1	1	0	0	0	1	1	0	1	1	1
0	1	1	0	0	0	1	1	1	0	0	0
0	1	1	0	0	0	1	1	1	0	1	1
0	1	1	0	0	0	1	1	1	1	0	1
0	1	1	0	0	0	1	1	1	1	1	1
0	1	1	0	0	1	0	0	0	0	0	0
0	1	1	0	0	1	0	0	0	0	1	0
0	1	1	0	0	1	0	0	0	1	0	0
0	1	1	0	0	1	0	0	0	1	1	0
0	1	1	0	0	1	0	0	1	0	0	0
0	1	1	0	0	1	0	0	1	0	1	0
0	1	1	0	0	1	0	0	1	1	0	0
0	1	1	0	0	1	0	0	1	1	1	1
0	1	1	0	0	1	0	1	0	0	0	0
0	1	1	0	0	1	0	1	0	0	1	0
0	1	1	0	0	1	0	1	0	1	0	0
0	1	1	0	0	1	0	1	0	1	1	1
0	1	1	0	0	1	0	1	1	0	0	0
0	1	1	0	0	1	0	1	1	0	1	1
0	1	1	0	0	1	0	1	1	1	0	1
0	1	1	0	0	1	0	1	1	1	1	1
0	1	1	0	0	1	1	0	0	0	0	0
0	1	1	0	0	1	1	0	0	0	1	0
0	1	1	0	0	1	1	0	0	1	0	0
0	1	1	0	0	1	1	0	0	1	1	1
0	1	1	0	0	1	1	0	1	0	0	0
0	1	1	0	0	1	1	0	1	0	1	1
0	1	1	0	0	1	1	0	1	1	0	1
0	1	1	0	0	1	1	0	1	1	1	1
0	1	1	0	0	1	1	1	0	0	0	0
0	1	1	0	0	1	1	1	0	0	1	1
0	1	1	0	0	1	1	1	0	1	0	1
0	1	1	0	0	1	1	1	0	1	1	1
0	1	1	0	0	1	1	1	1	0	0	1
0	1	1	0	0	1	1	1	1	0	1	1
0	1	1	0	0	1	1	1	1	1	0	1
0	1	1	0	0	1	1	1	1	1	1	1
0	1	1	0	1	0	0	0	0	0	0	0
0	1	1	0	1	0	0	0	0	0	1	0
0	1	1	0	1	0	0	0	0	1	0	0
0	1	1	0	1	0	0	0	0	1	1	0
0	1	1	0	1	0	0	0	1	0	0	0
0	1	1	0	1	0	0	0	1	0	1	0
0	1	1	0	1	0	0	0	1	1	0	0
0	1	1	0	1	0	0	0	1	1	1	1
0	1	1	0	1	0	0	1	0	0	0	0
0	1	1	0	1	0	0	1	0	0	1	0
0	1	1	0	1	0	0	1	0	1	0	0
0	1	1	0	1	0	0	1	0	1	1	1
0	1	1	0	1	0	0	1	1	0	0	0
0	1	1	0	1	0	0	1	1	0	1	1
0	1	1	0	1	0	0	1	1	1	0	1
0	1	1	0	1	0	0	1	1	1	1	1
0	1	1	0	1	0	1	0	0	0	0	0
0	1	1	0	1	0	1	0	0	0	1	0
0	1	1	0	1	0	1	0	0	1	0	0
0	1	1	0	1	0	1	0	0	1	1	1
0	1	1	0	1	0	1	0	1	0	0	0
0	1	1	0	1	0	1	0	1	0	1	1
0	1	1	0	1	0	1	0	1	1	0	1
0	1	1	0	1	0	1	0	1	1	1	1
0	1	1	0	1	0	1	1	0	0	0	0
0	1	1	0	1	0	1	1	0	0	1	1
0	1	1	0	1	0	1	1	0	1	0	1
0	1	1	0	1	0	1	1	0	1	1	1
0	1	1	0	1	0	1	1	1	0	0	1
0	1	1	0	1	0	1	1	1	0	1	1
0	1	1	0	1	0	1	1	1	1	0	1
0	1	1	0	1	0	1	1	1	1	1	1
0	1	1	0	1	1	0	0	0	0	0	0
0	1	1	0	1	1	0	0	0	0	1	0
0	1	1	0	1	1	0	0	0	1	0	0
0	1	1	0	1	1	0	0	0	1	1	1
0	1	1	0	1	1	0	0	1	0	0	0
0	1	1	0	1	1	0	0	1	0	1	1
0	1	1	0	1	1	0	0	1	1	0	1
0	1	1	0	1	1	0	0	1	1	1	1
0	1	1	0	1	1	0	1	0	0	0	0
0	1	1	0	1	1	0	1	0	0	1	1
0	1	1	0	1	1	0	1	0	1	0	1
0	1	1	0	1	1	0	1	0	1	1	1
0	1	1	0	1	1	0	1	1	0	0	1
0	1	1	0	1	1	0	1	1	0	1	1
0	1	1	0	1	1	0	1	1	1	0	1
0	1	1	0	1	1	0	1	1	1	1	1
0	1	1	0	1	1	1	0	0	0	0	0
0	1	1	0	1	1	1	0	0	0	1	1
0	1	1	0	1	1	1	0	0	1	0	1
0	1	1	0	1	1	1	0	0	1	1	1
0	1	1	0	1	1	1	0	1	0	0	1
0	1	1	0	1	1	1	0	1	0	1	1
0	1	1	0	1	1	1	0	1	1	0	1
0	1	1	0	1	1	1	0	1	1	1	1
0	1	1	0	1	1	1	1	0	0	0	1
0	1	1	0	1	1	1	1	0	0	1	1
0	1	1	0	1	1	1	1	0	1	0	1
0	1	1	0	1	1	1	1	0	1	1	1
0	1	1	0	1	1	1	1	1	0	0	1
0	1	1	0	1	1	1	1	1	0	1	1
0	1	1	0	1	1	1	1	1	1	0	1
0	1	1	0	1	1	1	1	1	1	1	1
0	1	1	1	0	0	0	0	0	0	0	0
0	1	1	1	0	0	0	0	0	0	1	0
0	1	1	1	0	0	0	0	0	1	0	0
0	1	1	1	0	0	0	0	0	1	1	0
0	1	1	1	0	0	0	0	1	0	0	0
0	1	1	1	0	0	0	0	1	0	1	0
0	1	1	1	0	0	0	0	1	1	0	0
0	1	1	1	0	0	0	0	1	1	1	1
0	1	1	1	0	0	0	1	0	0	0	0
0	1	1	1	0	0	0	1	0	0	1	0
0	1	1	1	0	0	0	1	0	1	0	0
0	1	1	1	0	0	0	1	0	1	1	1
0	1	1	1	0	0	0	1	1	0	0	0
0	1	1	1	0	0	0	1	1	0	1	1
0	1	1	1	0	0	0	1	1	1	0	1
0	1	1	1	0	0	0	1	1	1	1	1
0	1	1	1	0	0	1	0	0	0	0	0
0	1	1	1	0	0	1	0	0	0	1	0
0	1	1	1	0	0	1	0	0	1	0	0
0	1	1	1	0	0	1	0	0	1	1	1
0	1	1	1	0	0	1	0	1	0	0	0
0	1	1	1	0	0	1	0	1	0	1	1
0	1	1	1	0	0	1	0	1	1	0	1
0	1	1	1	0	0	1	0	1	1	1	1
0	1	1	1	0	0	1	1	0	0	0	0
0	1	1	1	0	0	1	1	0	0	1	1
0	1	1	1	0	0	1	1	0	1	0	1
0	1	1	1	0	0	1	1	0	1	1	1
0	1	1	1	0	0	1	1	1	0	0	1
0	1	1	1	0	0	1	1	1	0	1	1
0	1	1	1	0	0	1	1	1	1	0	1
0	1	1	1	0	0	1	1	1	1	1	1
0	1	1	1	0	1	0	0	0	0	0	0
0	1	1	1	0	1	0	0	0	0	1	0
0	1	1	1	0	1	0	0	0	1	0	0
0	1	1	1	0	1	0	0	0	1	1	1
0	1	1	1	0	1	0	0	1	0	0	0
0	1	1	1	0	1	0	0	1	0	1	1
0	1	1	1	0	1	0	0	1	1	0	1
0	1	1	1	0	1	0	0	1	1	1	1
0	1	1	1	0	1	0	1	0	0	0	0
0	1	1	1	0	1	0	1	0	0	1	1
0	1	1	1	0	1	0	1	0	1	0	1
0	1	1	1	0	1	0	1	0	1	1	1
0	1	1	1	0	1	0	1	1	0	0	1
0	1	1	1	0	1	0	1	1	0	1	1
0	1	1	1	0	1	0	1	1	1	0	1
0	1	1	1	0	1	0	1	1	1	1	1
0	1	1	1	0	1	1	0	0	0	0	0
0	1	1	1	0	1	1	0	0	0	1	1
0	1	1	1	0	1	1	0	0	1	0	1
0	1	1	1	0	1	1	0	0	1	1	1
0	1	1	1	0	1	1	0	1	0	0	1
0	1	1	1	0	1	1	0	1	0	1	1
0	1	1	1	0	1	1	0	1	1	0	1
0	1	1	1	0	1	1	0	1	1	1	1
0	1	1	1	0	1	1	1	0	0	0	1
0	1	1	1	0	1	1	1	0	0	1	1
0	1	1	1	0	1	1	1	0	1	0	1
0	1	1	1	0	1	1	1	0	1	1	1
0	1	1	1	0	1	1	1	1	0	0	1
0	1	1	1	0	1	1	1	1	0	1	1
0	1	1	1	0	1	1	1	1	1	0	1
0	1	1	1	0	1	1	1	1	1	1	1
0	1	1	1	1	0	0	0	0	0	0	0
0	1	1	1	1	0	0	0	0	0	1	0
0	1	1	1	1	0	0	0	0	1	0	0
0	1	1	1	1	0	0	0	0	1	1	1
0	1	1	1	1	0	0	0	1	0	0	0
0	1	1	1	1	0	0	0	1	0	1	1
0	1	1	1	1	0	0	0	1	1	0	1
0	1	1	1	1	0	0	0	1	1	1	1
0	1	1	1	1	0	0	1	0	0	0	0
0	1	1	1	1	0	0	1	0	0	1	1
0	1	1	1	1	0	0	1	0	1	0	1
0	1	1	1	1	0	0	1	0	1	1	1
0	1	1	1	1	0	0	1	1	0	0	1
0	1	1	1	1	0	0	1	1	0	1	1
0	1	1	1	1	0	0	1	1	1	0	1
0	1	1	1	1	0	0	1	1	1	1	1
0	1	1	1	1	0	1	0	0	0	0	0
0	1	1	1	1	0	1	0	0	0	1	1
0	1	1	1	1	0	1	0	0	1	0	1
0	1	1	1	1	0	1	0	0	1	1	1
0	1	1	1	1	0	1	0	1	0	0	1
0	1	1	1	1	0	1	0	1	0	1	1
0	1	1	1	1	0	1	0	1	1	0	1
0	1	1	1	1	0	1	0	1	1	1	1
0	1	1	1	1	0	1	1	0	0	0	1
0	1	1	1	1	0	1	1	0	0	1	1
0	1	1	1	1	0	1	1	0	1	0	1
0	1	1	1	1	0	1	1	0	1	1	1
0	1	1	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	1	1	1	0	1	1
0	1	1	1	1	0	1	1	1	1	0	1
0	1	1	1	1	0	1	1	1	1	1	1
0	1	1	1	1	1	0	0	0	0	0	0
0	1	1	1	1	1	0	0	0	0	1	1
0	1	1	1	1	1	0	0	0	1	0	1
0	1	1	1	1	1	0	0	0	1	1	1
0	1	1	1	1	1	0	0	1	0	0	1
0	1	1	1	1	1	0	0	1	0	1	1
0	1	1	1	1	1	0	0	1	1	0	1
0	1	1	1	1	1	0	0	1	1	1	1
0	1	1	1	1	1	0	1	0	0	0	1
0	1	1	1	1	1	0	1	0	0	1	1
0	1	1	1	1	1	0	1	0	1	0	1
0	1	1	1	1	1	0	1	0	1	1	1
0	1	1	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	1	1	0	1	1
0	1	1	1	1	1	0	1	1	1	0	1
0	1	1	1	1	1	0	1	1	1	1	1
0	1	1	1	1	1	1	0	0	0	0	1
0	1	1	1	1	1	1	0	0	0	1	1
0	1	1	1	1	1	1	0	0	1	0	1
0	1	1	1	1	1	1	0	0	1	1	1
0	1	1	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	0	1	0	1	1
0	1	1	1	1	1	1	0	1	1	0	1
0	1	1	1	1	1	1	0	1	1	1	1
0	1	1	1	1	1	1	1	0	0	0	1
0	1	1	1	1	1	1	1	0	0	1	1
0	1	1	1	1	1	1	1	0	1	0	1
0	1	1	1	1	1	1	1	0	1	1	1
0	1	1	1	1	1	1	1	1	0	0	1
0	1	1	1	1	1	1	1	1	0	1	1
0	1	1	1	1	1	1	1	1	1	0	1
0	1	1	1	1	1	1	1	1	1	1	1
1	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	1	0
1	0	0	0	0	0	0	0	0	1	0	0
1	0	0	0	0	0	0	0	0	1	1	0
1	0	0	0	0	0	0	0	1	0	0	0
1	0	0	0	0	0	0	0	1	0	1	0
1	0	0	0	0	0	0	0	1	1	0	0
1	0	0	0	0	0	0	0	1	1	1	0
1	0	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	1	0	0	1	0
1	0	0	0	0	0	0	1	0	1	0	0
1	0	0	0	0	0	0	1	0	1	1	0
1	0	0	0	0	0	0	1	1	0	0	0
1	0	0	0	0	0	0	1	1	0	1	0
1	0	0	0	0	0	0	1	1	1	0	0
1	0	0	0	0	0	0	1	1	1	1	0
1	0	0	0	0	0	1	0	0	0	0	0
1	0	0	0	0	0	1	0	0	0	1	0
1	0	0	0	0	0	1	0	0	1	0	0
1	0	0	0	0	0	1	0	0	1	1	0
1	0	0	0	0	0	1	0	1	0	0	0
1	0	0	0	0	0	1	0	1	0	1	0
1	0	0	0	0	0	1	0	1	1	0	0
1	0	0	0	0	0	1	0	1	1	1	0
1	0	0	0	0	0	1	1	0	0	0	0
1	0	0	0	0	0	1	1	0	0	1	0
1	0	0	0	0	0	1	1	0	1	0	0
1	0	0	0	0	0	1	1	0	1	1	0
1	0	0	0	0	0	1	1	1	0	0	0
1	0	0	0	0	0	1	1	1	0	1	0
1	0	0	0	0	0	1	1	1	1	0	0
1	0	0	0	0	0	1	1	1	1	1	1
1	0	0	0	0	1	0	0	0	0	0	0
1	0	0	0	0	1	0	0	0	0	1	0
1	0	0	0	0	1	0	0	0	1	0	0
1	0	0	0	0	1	0	0	0	1	1	0
1	0	0	0	0	1	0	0	1	0	0	0
1	0	0	0	0	1	0	0	1	0	1	0
1	0	0	0	0	1	0	0	1	1	0	0
1	0	0	0	0	1	0	0	1	1	1	0
1	0	0	0	0	1	0	1	0	0	0	0
1	0	0	0	0	1	0	1	0	0	1	0
1	0	0	0	0	1	0	1	0	1	0	0
1	0	0	0	0	1	0	1	0	1	1	0
1	0	0	0	0	1	0	1	1	0	0	0
1	0	0	0	0	1	0	1	1	0	1	0
1	0	0	0	0	1	0	1	1	1	0	0
1	0	0	0	0	1	0	1	1	1	1	1
1	0	0	0	0	1	1	0	0	0	0	0
1	0	0	0	0	1	1	0	0	0	1	0
1	0	0	0	0	1	1	0	0	1	0	0
1	0	0	0	0	1	1	0	0	1	1	0
1	0	0	0	0	1	1	0	1	0	0	0
1	0	0	0	0	1	1	0	1	0	1	0
1	0	0	0	0	1	1	0	1	1	0	0
1	0	0	0	0	1	1	0	1	1	1	1
1	0	0	0	0	1	1	1	0	0	0	0
1	0	0	0	0	1	1	1	0	0	1	0
1	0	0	0	0	1	1	1	0	1	0	0
1	0	0	0	0	1	1	1	0	1	1	1
1	0	0	0	0	1	1	1	1	0	0	0
1	0	0	0	0	1	1	1	1	0	1	1
1	0	0	0	0	1	1	1	1	1	0	1
1	0	0	0	0	1	1	1	1	1	1	1
1	0	0	0	1	0	0	0	0	0	0	0
1	0	0	0	1	0	0	0	0	0	1	0
1	0	0	0	1	0	0	0	0	1	0	0
1	0	0	0	1	0	0	0	0	1	1	0
1	0	0	0	1	0	0	0	1	0	0	0
1	0	0	0	1	0	0	0	1	0	1	0
1	0	0	0	1	0	0	0	1	1	0	0
1	0	0	0	1	0	0	0	1	1	1	0
1	0	0	0	1	0	0	1	0	0	0	0
1	0	0	0	1	0	0	1	0	0	1	0
1	0	0	0	1	0	0	1	0	1	0	0
1	0	0	0	1	0	0	1	0	1	1	0
1	0	0	0	1	0	0	1	1	0	0	0
1	0	0	0	1	0	0	1	1	0	1	0
1	0	0	0	1	0	0	1	1	1	0	0
1	0	0	0	1	0	0	1	1	1	1	1
1	0	0	0	1	0	1	0	0	0	0	0
1	0	0	0	1	0	1	0	0	0	1	0
1	0	0	0	1	0	1	0	0	1	0	0
1	0	0	0	1	0	1	0	0	1	1	0
1	0	0	0	1	0	1	0	1	0	0	0
1	0	0	0	1	0	1	0	1	0	1	0
1	0	0	0	1	0	1	0	1	1	0	0
1	0	0	0	1	0	1	0	1	1	1	1
1	0	0	0	1	0	1	1	0	0	0	0
1	0	0	0	1	0	1	1	0	0	1	0
1	0	0	0	1	0	1	1	0	1	0	0
1	0	0	0	1	0	1	1	0	1	1	1
1	0	0	0	1	0	1	1	1	0	0	0
1	0	0	0	1	0	1	1	1	0	1	1
1	0	0	0	1	0	1	1	1	1	0	1
1	0	0	0	1	0	1	1	1	1	1	1
1	0	0	0	1	1	0	0	0	0	0	0
1	0	0	0	1	1	0	0	0	0	1	0
1	0	0	0	1	1	0	0	0	1	0	0
1	0	0	0	1	1	0	0	0	1	1	0
1	0	0	0	1	1	0	0	1	0	0	0
1	0	0	0	1	1	0	0	1	0	1	0
1	0	0	0	1	1	0	0	1	1	0	0
1	0	0	0	1	1	0	0	1	1	1	1
1	0	0	0	1	1	0	1	0	0	0	0
1	0	0	0	1	1	0	1	0	0	1	0
1	0	0	0	1	1	0	1	0	1	0	0
1	0	0	0	1	1	0	1	0	1	1	1
1	0	0	0	1	1	0	1	1	0	0	0
1	0	0	0	1	1	0	1	1	0	1	1
1	0	0	0	1	1	0	1	1	1	0	1
1	0	0	0	1	1	0	1	1	1	1	1
1	0	0	0	1	1	1	0	0	0	0	0
1	0	0	0	1	1	1	0	0	0	1	0
1	0	0	0	1	1	1	0	0	1	0	0
1	0	0	0	1	1	1	0	0	1	1	1
1	0	0	0	1	1	1	0	1	0	0	0
1	0	0	0	1	1	1	0	1	0	1	1
1	0	0	0	1	1	1	0	1	1	0	1
1	0	0	0	1	1	1	0	1	1	1	1
1	0	0	0	1	1	1	1	0	0	0	0
1	0	0	0	1	1	1	1	0	0	1	1
1	0	0	0	1	1	1	1	0	1	0	1
1	0	0	0	1	1	1	1	0	1	1	1
1	0	0	0	1	1	1	1	1	0	0	1
1	0	0	0	1	1	1	1	1	0	1	1
1	0	0	0	1	1	1	1	1	1	0	1
1	0	0	0	1	1	1	1	1	1	1	1
1	0	0	1	0	0	0	0	0	0	0	0
1	0	0	1	0	0	0	0	0	0	1	0
1	0	0	1	0	0	0	0	0	1	0	0
1	0	0	1	0	0	0	0	0	1	1	0
1	0	0	1	0	0	0	0	1	0	0	0
1	0	0	1	0	0	0	0	1	0	1	0
1	0	0	1	0	0	0	0	1	1	0	0
1	0	0	1	0	0	0	0	1	1	1	0
