B_0	B_1	B_2	B_3	B_4	B_5	B_6	B_7	B_8	B_9	B_10	Action	Predict	Error	Fitness	Numer	GACount	SubsumerCount	AveActionSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	ActionCount
#	#	0	0	#	0	0	#	#	1	0	0	966.1	52.68	16.16	2	3	0	193.4	999626	991715	0.5	386.7118644067797	59
#	#	1	#	1	1	#	1	0	#	1	1	1000.0	0.70	62.60	2	4	0	196.9	999954	991732	0.5	393.7083333333333	48
#	#	1	0	0	#	#	#	0	0	1	1	171.4	274.63	6.36	2	5	0	104.8	999950	991750	0.5	209.68571428571428	70
#	0	0	#	#	0	#	1	0	#	0	1	17.9	47.58	12.03	2	2	0	175.9	999979	991787	0.5	351.7857142857142	56
1	1	#	#	1	1	1	#	#	#	#	1	983.5	21.03	26.86	2	6	0	237.7	999964	991801	0.5	475.4881405469153	126
#	#	#	1	1	1	0	1	1	0	1	0	0.0	2.25	37.68	2	2	0	145.1	998521	991809	0.7	290.26666666666665	15
#	1	0	#	0	1	#	0	0	0	0	1	0.0	1.09	37.63	2	2	0	167.9	999710	991858	0.7	335.88235294117646	17
1	0	0	#	#	1	0	0	#	0	0	0	1000.0	0.00	68.50	2	3	0	133.5	999915	991861	0.7	267.05882352941177	17
1	#	#	0	1	#	1	1	1	#	1	0	0.0	0.98	35.03	2	1	0	223.2	999607	991871	0.6	446.375	32
1	#	#	#	1	1	#	0	1	#	#	1	904.7	147.92	7.22	2	3	0	133.4	999819	991891	0.5	266.79516508613756	117
0	#	#	0	0	1	#	#	#	#	0	1	138.8	219.31	5.46	2	3	0	138.3	999937	991897	0.5	276.67134535589827	123
#	#	1	#	0	#	1	1	1	#	1	1	967.2	51.33	17.17	2	2	0	162.5	999992	991920	0.5	325.04918032786884	61
1	1	1	0	0	#	0	1	1	#	#	0	66.7	110.58	59.52	2	2	0	90.9	999966	991922	0.7	181.73333333333338	15
1	#	0	1	#	0	#	1	1	1	#	0	96.8	209.20	4.55	2	3	0	113.2	999086	991933	0.6	226.38709677419354	31
1	#	1	#	#	#	1	0	#	#	1	0	117.5	214.31	4.11	2	4	0	140.2	999973	992004	0.5	280.38045912952896	127
0	#	#	0	0	0	#	1	0	#	1	1	34.5	51.85	25.30	2	1	0	146.0	999942	992005	0.6	292.00000000000006	29
1	1	#	#	1	#	#	#	1	#	1	1	992.3	27.23	1.77	2	0	0	216.5	999949	992022	0.5	9515.513536361006	126
0	1	1	0	#	0	1	#	0	0	#	0	833.3	273.99	14.00	2	2	0	92.7	999500	992025	0.7	185.44444444444446	18
0	0	#	1	0	#	#	#	#	#	0	0	921.8	122.63	3.11	2	1	0	141.2	999970	992028	0.5	3529.0776481907783	134
0	1	1	#	1	1	#	1	#	1	#	0	0.0	0.00	45.92	2	2	0	206.9	999786	992047	0.6	413.89743589743586	39
0	#	0	#	0	0	#	#	#	#	0	0	990.0	10.00	40.04	2	8	0	235.3	999857	992077	0.5	470.58097120266746	131
0	#	0	0	#	#	#	#	#	0	0	1	8.0	10.89	22.52	2	5	0	216.5	999859	992089	0.5	433.053135299679	122
0	#	#	0	0	#	#	0	#	#	#	1	60.7	127.93	2.19	2	6	0	183.5	999983	992094	0.4	6520.185305750353	259
0	0	#	#	1	#	#	0	#	0	0	1	0.0	0.00	86.95	2	4	0	151.3	999891	992098	0.5	302.6440677966102	59
#	1	1	0	0	0	0	#	#	#	0	1	85.7	119.27	26.46	2	5	0	141.1	999826	992124	0.6	282.17142857142863	35
#	1	#	#	#	#	1	1	#	1	1	0	7.4	10.18	26.58	2	7	0	231.4	999933	992138	0.5	462.73186079740896	130
0	#	0	#	#	#	1	0	1	#	0	0	808.8	269.17	11.02	2	9	0	101.2	999958	992140	0.5	202.41176470588235	68
#	1	1	#	#	0	1	1	#	1	#	0	15.6	47.04	6.17	2	4	0	178.3	999839	992149	0.5	356.62500000000006	64
1	0	#	0	1	1	1	1	1	#	#	1	1000.0	30.00	0.01	2	0	0	130.3	998305	992161	0.7	260.53333333333336	15
#	#	#	1	#	1	1	1	0	#	1	1	1000.0	0.00	87.00	2	12	0	172.6	999914	992162	0.5	345.26984126984115	63
#	1	#	#	#	1	#	1	#	1	1	1	983.6	30.22	6.72	2	3	0	221.8	999954	992169	0.5	443.55288988320086	120
0	1	0	1	#	#	0	1	#	1	1	1	923.1	315.63	0.00	2	0	0	77.5	999580	992169	0.7	154.92307692307696	13
#	0	0	#	#	1	#	0	#	0	0	0	983.3	19.26	46.81	2	3	0	149.1	999976	992171	0.5	298.16666666666674	60
0	0	#	0	1	#	0	0	#	#	1	1	111.1	185.35	12.51	2	2	0	105.1	999678	992193	0.6	210.2962962962963	27
#	1	#	0	#	0	0	0	0	#	0	1	0.0	0.72	29.57	2	1	0	203.3	999700	992197	0.6	406.52941176470586	34
#	0	#	#	0	0	#	#	0	0	#	0	977.3	33.60	5.71	2	1	0	232.5	999956	992200	0.5	465.00328849214264	138
#	1	#	0	1	#	#	#	#	1	1	0	83.3	142.99	5.05	2	4	0	134.9	999887	992204	0.5	269.7415172776299	119
#	0	#	#	0	0	#	#	0	#	0	1	16.5	29.08	14.65	2	8	0	231.5	999981	992207	0.5	463.05818416626266	119
0	1	#	#	0	#	0	0	#	#	0	0	970.1	36.06	33.74	2	2	0	169.9	999901	992227	0.5	339.8805970149254	67
1	#	1	1	1	#	#	1	0	0	1	0	0.0	2.75	40.94	2	1	0	125.4	999714	992229	0.7	250.71428571428572	14
0	#	#	0	0	#	0	0	#	0	#	1	0.0	0.00	24.47	2	0	0	285.3	999950	992240	0.5	570.6562499999999	64
0	0	1	1	#	#	0	#	0	#	#	1	114.8	182.16	6.61	2	5	0	113.0	999904	992249	0.5	225.9344262295082	61
#	0	1	0	#	0	0	#	#	1	#	1	197.2	342.51	3.25	2	1	0	110.4	999865	992273	0.5	2641.9536564950654	71
1	1	#	#	0	1	#	#	1	#	1	1	952.4	68.53	25.92	2	7	0	182.5	999892	992278	0.5	365.07936507936506	63
#	0	0	#	0	#	#	0	#	0	#	0	981.6	22.56	28.94	2	6	0	211.4	999976	992281	0.5	422.74889639304087	111
#	#	0	0	0	0	#	1	0	#	0	0	1000.0	0.62	22.02	2	2	0	244.3	999794	992286	0.6	488.6470588235294	34
1	#	#	#	1	0	1	#	#	1	1	0	16.4	19.03	37.51	2	1	0	175.7	999839	992294	0.5	351.4098360655738	61
1	#	#	#	#	1	#	#	1	1	#	1	947.9	93.05	2.88	2	4	0	179.3	999990	992309	0.4	4840.950045339961	248
#	#	0	0	0	#	#	0	0	#	1	0	968.3	62.69	4.81	2	0	0	161.6	999845	992346	0.5	323.1428571428572	63
0	#	0	0	#	1	0	0	#	#	#	1	15.2	19.09	48.40	2	2	0	190.8	999827	992350	0.5	381.6666666666667	66
#	0	0	0	#	#	1	0	0	#	0	1	0.0	0.00	27.16	2	1	0	210.0	999543	992354	0.6	419.94444444444446	36
1	#	0	#	1	1	#	#	#	1	#	1	918.4	129.65	15.08	2	11	0	151.8	999964	992356	0.5	303.62515918238836	125
#	#	1	#	#	1	#	#	1	#	1	0	56.7	102.86	1.57	2	4	0	188.4	999988	992377	0.4	9351.325967074932	263
1	0	1	0	1	1	0	#	1	1	#	0	0.0	0.00	97.44	2	2	0	112.7	998824	992379	0.8	225.33333333333334	6
#	1	#	1	#	0	1	1	#	0	1	0	120.0	227.85	7.13	2	0	0	119.0	999957	992383	0.6	237.92	25
#	1	0	1	#	#	1	1	#	1	1	0	0.0	2.23	33.47	2	0	0	199.4	999888	992402	0.6	398.7857142857143	28
#	#	#	#	0	#	0	0	#	0	0	1	18.1	28.73	11.65	2	4	0	244.3	999994	992423	0.5	488.5598985398051	110
0	1	#	0	#	0	#	0	#	1	0	1	55.6	114.40	3.38	2	1	0	106.4	999983	992426	0.6	2448.153747509979	36
1	#	1	#	#	1	1	1	1	#	0	0	0.0	0.97	29.71	2	1	0	230.9	999499	992442	0.6	461.73333333333335	30
0	0	#	0	1	#	#	0	#	#	0	0	1000.0	0.23	57.54	2	2	0	197.2	999791	992456	0.5	394.42622950819674	61
#	1	1	#	1	1	#	#	1	#	1	1	1000.0	0.71	28.71	2	2	0	268.6	999911	992494	0.5	537.2083333333334	48
#	#	#	0	1	#	0	0	0	#	#	1	135.0	216.52	8.68	2	6	0	127.9	999945	992501	0.5	255.85606868103795	117
1	#	#	1	1	0	0	1	#	1	#	1	1000.0	0.49	125.54	2	8	0	130.3	999808	992512	0.6	260.59999999999997	30
1	1	#	0	#	#	1	1	1	1	0	0	0.0	0.00	44.90	2	1	0	143.2	998626	992529	0.7	286.5	12
1	1	#	#	1	#	#	1	1	#	0	1	981.8	19.21	40.92	2	5	0	177.3	999947	992551	0.5	354.6909090909091	55
0	0	0	#	#	1	0	0	#	0	#	0	1000.0	2.20	56.10	2	2	0	170.2	999763	992553	0.6	340.4666666666666	30
1	#	0	1	1	0	0	1	#	1	#	1	1000.0	1.91	81.68	2	1	0	96.5	999808	992565	0.7	193.0	14
0	#	#	#	0	#	0	#	#	#	0	0	902.7	137.85	3.39	2	5	0	177.2	999970	992592	0.4	4062.623852407614	237
1	#	1	1	#	1	#	0	1	1	0	0	0.0	0.00	85.37	2	1	0	140.6	999661	992594	0.7	281.1111111111111	18
0	0	0	0	0	1	1	#	1	0	1	1	0.0	29.89	0.01	2	0	0	89.8	998970	992605	0.9	179.5	4
0	#	1	#	#	0	1	#	0	0	0	1	0.0	1.71	59.03	2	0	0	114.0	999502	992617	0.6	228.0	23
#	#	0	#	0	0	0	0	0	#	1	1	0.0	0.00	34.19	2	1	0	226.7	999997	992623	0.6	453.42857142857144	28
#	0	1	1	#	#	1	1	#	#	1	1	964.9	51.05	12.44	2	1	0	157.3	999972	992626	0.5	314.5263157894737	57
#	1	1	0	0	0	0	#	0	#	1	0	818.2	287.17	31.80	2	2	0	79.3	998783	992639	0.7	158.54545454545453	11
1	#	1	1	#	#	0	#	#	#	1	0	127.6	209.80	4.25	2	3	0	137.1	999934	992643	0.5	274.1814976792596	118
0	0	0	#	0	#	#	#	0	0	#	1	0.0	0.00	24.71	2	1	0	303.3	999802	992650	0.5	606.6296296296293	54
#	0	#	#	0	0	#	#	0	0	0	1	0.0	0.00	31.18	2	2	0	301.9	999981	992681	0.5	603.8461538461538	52
0	0	0	#	1	1	#	0	0	#	#	0	916.7	104.32	44.49	2	5	0	120.5	999047	992689	0.6	240.91666666666666	24
1	#	1	#	#	1	#	0	1	#	1	0	30.8	45.07	30.65	2	3	0	176.3	999988	992697	0.5	352.6461538461538	65
1	0	#	0	#	0	#	1	1	1	1	1	833.3	295.20	12.54	2	0	0	85.8	999651	992704	0.7	171.55555555555554	18
1	0	#	0	#	0	#	0	0	#	#	0	966.1	49.37	20.63	2	1	0	180.3	999850	992730	0.5	360.6101694915254	59
0	#	0	#	#	#	1	0	#	1	0	0	758.6	362.38	5.01	2	3	0	103.1	999958	992756	0.5	206.10344827586206	58
1	#	#	0	#	#	#	#	0	0	0	0	911.4	159.25	9.06	2	4	0	149.5	999930	992765	0.5	298.94964817640084	112
1	1	0	#	1	1	#	#	#	#	#	1	917.3	131.20	5.10	2	3	0	156.5	999964	992771	0.5	312.92922685175716	120
1	#	#	1	#	#	0	#	1	1	1	0	35.1	61.36	27.88	2	3	0	169.3	999934	992784	0.5	338.6315789473684	57
0	#	1	#	0	1	#	#	0	1	#	0	474.6	480.51	9.17	2	5	0	83.0	999809	992823	0.5	166.06779661016947	59
1	0	1	1	#	#	#	1	#	1	0	1	933.3	127.93	5.83	2	2	0	114.3	999860	992835	0.6	228.66666666666666	30
0	#	#	0	0	0	1	0	1	0	#	0	1000.0	0.00	42.46	2	1	0	178.2	999728	992842	0.7	356.3076923076923	13
#	1	#	#	0	#	0	0	#	0	0	1	41.7	67.77	20.00	2	5	0	165.9	999994	992860	0.5	331.8333333333333	48
#	0	0	#	0	0	#	1	1	0	#	0	935.5	104.18	16.12	2	1	0	133.2	999757	992869	0.6	266.3225806451612	31
#	1	#	1	#	1	#	1	#	0	#	0	90.4	172.23	3.63	2	2	0	143.3	999993	992870	0.5	3073.2280837064645	110
#	#	0	#	0	#	0	#	0	#	0	1	9.0	16.76	23.66	2	5	0	221.9	999979	992892	0.5	443.82324477208374	111
0	0	#	0	0	1	#	#	0	#	#	1	17.2	19.14	65.55	2	5	0	177.7	999827	992910	0.5	355.3448275862069	58
#	0	0	#	#	#	0	0	0	1	#	1	0.0	0.78	59.07	2	2	0	164.0	999921	992913	0.5	328.0	55
0	0	#	#	#	0	#	#	0	1	0	1	33.9	52.79	10.51	2	2	0	157.5	999796	992914	0.5	315.0847457627118	59
1	1	1	1	#	#	#	#	1	#	#	1	979.4	32.51	15.39	2	2	0	226.5	999998	992946	0.5	453.0721649484537	97
1	#	0	0	0	#	0	1	0	#	0	1	0.0	0.89	53.87	2	4	0	183.0	999979	992957	0.7	366.0	13
#	1	#	1	#	1	0	1	#	1	#	1	964.3	68.12	9.53	2	2	0	164.3	999801	992961	0.5	328.60714285714283	56
0	1	1	0	#	0	0	0	#	#	0	1	0.0	0.00	52.49	2	1	0	181.1	999700	992989	0.7	362.1111111111111	18
1	#	1	#	#	#	1	#	0	#	1	1	900.5	150.96	8.33	2	2	0	155.3	999954	993040	0.5	310.6433497208854	110
1	#	#	0	1	#	#	1	0	1	1	1	1000.0	0.00	78.24	2	2	0	162.3	999954	993040	0.6	324.57142857142856	28
#	#	#	1	#	1	1	#	#	0	1	1	922.6	125.95	10.87	2	4	0	149.1	999992	993047	0.5	298.2252837792201	115
0	#	0	0	#	#	0	1	0	#	#	1	38.5	79.68	14.32	2	3	0	165.4	999859	993056	0.5	330.73076923076917	52
#	#	1	#	#	0	1	1	0	1	1	1	952.4	60.93	37.78	2	2	0	122.2	999408	993068	0.6	244.38095238095238	21
0	0	0	#	1	#	#	0	0	#	#	0	958.3	52.89	30.92	2	1	0	198.4	999605	993085	0.5	396.875	48
0	0	1	1	1	#	0	0	0	#	#	1	0.0	1.92	59.04	2	2	0	109.7	999113	993144	0.7	219.33333333333334	12
#	#	0	1	0	0	#	#	0	1	0	0	1000.0	0.00	65.41	2	4	0	130.2	999291	993147	0.6	260.4166666666667	24
#	#	#	0	0	1	1	1	1	#	1	0	40.0	58.31	37.25	2	2	0	118.5	999317	993173	0.6	237.04	25
1	#	0	#	#	0	0	#	0	0	#	1	36.4	62.47	10.07	2	5	0	171.5	999997	993188	0.5	342.98181818181814	55
0	0	0	#	0	#	1	1	#	0	1	0	1000.0	0.00	93.77	2	3	0	75.1	999381	993237	0.7	150.15384615384616	13
0	#	0	#	0	#	0	#	0	#	#	1	18.3	26.87	18.32	2	2	0	218.1	999827	993244	0.5	436.25752912264915	109
#	0	#	0	0	0	#	#	#	0	#	1	10.6	13.81	22.31	2	5	0	233.5	999997	993257	0.5	467.0425531914894	94
0	#	0	#	#	0	#	0	0	#	0	0	1000.0	0.00	25.09	2	1	0	323.4	999644	993258	0.5	646.7916666666666	48
#	#	#	0	0	0	#	#	#	0	0	1	21.7	30.48	21.35	2	4	0	234.1	999979	993268	0.5	468.17391304347825	92
#	0	0	1	#	0	#	#	#	#	0	0	893.3	173.16	8.68	2	4	0	127.7	999989	993311	0.5	255.40732615999985	103
#	1	1	1	0	1	#	#	#	#	1	0	20.4	37.98	15.19	2	1	0	166.9	999824	993314	0.5	333.7142857142858	49
#	#	1	#	1	1	0	1	1	#	1	0	0.0	0.00	35.69	2	1	0	217.5	999829	993339	0.6	435.0	32
0	0	0	1	#	0	1	#	1	0	#	1	166.7	200.00	55.54	2	1	0	87.2	999013	993376	0.7	174.33333333333334	6
1	#	0	#	1	#	1	1	#	1	0	1	961.5	45.62	50.36	2	0	0	132.2	999964	993386	0.6	264.3846153846154	26
1	1	1	#	#	#	#	1	1	#	1	1	1000.0	0.00	26.67	2	0	0	263.7	999974	993408	0.5	527.4693877551022	49
#	0	0	#	#	0	0	1	#	#	0	1	37.7	60.76	15.77	2	3	0	149.8	999979	993409	0.5	299.5094339622641	53
#	1	#	1	#	#	1	1	0	#	1	0	55.6	120.62	4.14	2	4	0	160.5	999957	993498	0.5	320.99999999999994	54
0	#	#	1	#	0	0	#	#	0	0	1	0.0	0.00	55.49	2	3	0	174.7	999743	993503	0.5	349.3207547169811	53
0	#	1	#	#	#	0	#	0	0	#	1	97.9	158.50	2.58	2	1	0	151.0	999994	993503	0.5	4554.084081922752	121
1	#	1	#	1	0	1	#	#	1	#	0	40.8	53.90	17.74	2	2	0	172.9	999839	993506	0.5	345.83673469387753	49
#	0	0	0	#	0	#	0	#	#	1	1	40.8	81.43	7.35	2	1	0	171.7	999997	993524	0.5	343.3061224489795	49
1	1	1	#	#	#	1	0	#	1	#	0	21.7	28.51	25.40	2	4	0	182.4	999926	993546	0.5	364.8695652173913	46
0	#	#	0	0	#	#	0	0	#	#	1	9.9	15.16	23.31	2	3	0	227.8	999983	993556	0.5	455.6378	101
0	1	1	#	0	#	0	0	#	0	#	1	35.7	82.09	29.81	2	3	0	145.6	999994	993568	0.6	291.2142857142858	28
#	#	1	0	#	0	0	#	#	0	#	1	108.9	154.89	14.03	2	8	0	151.5	999986	993568	0.5	302.9824000000002	101
1	1	1	1	1	0	0	#	0	#	1	1	1000.0	7.94	12.73	2	1	0	118.7	999476	993570	0.8	237.42857142857142	7
#	#	#	#	1	0	0	0	0	1	0	1	74.1	110.81	24.19	2	2	0	106.7	999855	993575	0.6	213.4814814814815	27
0	#	0	#	#	0	0	0	0	#	1	1	0.0	1.83	24.65	2	0	0	214.5	999564	993577	0.6	429.04761904761904	21
1	1	#	0	#	1	#	0	1	#	1	0	0.0	0.72	69.11	2	0	0	142.5	999335	993578	0.6	285.04761904761904	21
#	0	1	1	#	0	0	#	#	0	0	1	64.5	116.25	13.17	2	5	0	128.7	999981	993593	0.6	257.35483870967744	31
#	#	1	1	#	0	#	#	1	1	1	0	37.7	52.90	46.25	2	4	0	167.0	999926	993597	0.5	334.0377358490566	53
0	0	#	1	1	1	1	#	1	#	#	1	944.4	102.59	33.37	2	5	0	118.6	999742	993598	0.6	237.22222222222223	18
#	#	#	1	1	0	1	1	1	0	#	1	1000.0	1.57	53.14	2	3	0	124.9	999746	993602	0.6	249.82608695652175	23
#	0	0	#	1	1	1	1	#	#	1	1	954.5	128.08	7.85	2	1	0	130.5	999628	993609	0.6	261.09090909090907	22
1	1	1	0	1	#	1	#	#	#	#	0	20.0	37.11	21.31	2	3	0	171.9	999839	993612	0.5	343.7200000000001	50
0	#	1	1	1	#	1	#	0	0	1	1	800.0	387.46	3.70	2	0	0	93.6	999886	993618	0.7	187.2	10
#	#	1	1	1	#	1	#	1	#	0	1	977.3	52.96	10.10	2	0	0	164.1	999764	993620	0.5	328.2272727272727	44
0	0	#	0	0	1	#	1	0	1	0	0	1000.0	6.08	38.51	2	1	0	105.2	999809	993625	0.8	210.33333333333334	6
1	#	#	#	#	1	#	#	1	#	1	0	45.7	69.31	8.97	2	11	0	190.8	999995	993628	0.4	381.64584339800905	206
0	0	#	#	#	0	#	#	1	0	0	0	980.8	43.60	10.11	2	3	0	185.8	999989	993637	0.5	371.53846153846155	52
1	#	#	#	#	1	#	#	1	0	1	0	67.3	105.37	5.52	2	4	0	143.6	999995	993648	0.5	287.2330870119999	104
0	#	#	1	0	#	0	#	0	0	1	0	1000.0	5.68	30.08	2	1	0	114.0	999830	993658	0.6	228.0909090909091	22
1	#	#	1	#	1	0	1	0	0	1	0	90.9	90.91	146.54	2	4	0	89.7	999820	993690	0.7	179.45454545454547	11
#	0	#	0	#	0	0	#	0	#	#	0	990.1	22.12	7.25	2	4	0	242.5	999985	993711	0.5	485.03119999999984	101
0	0	#	0	0	0	#	#	#	0	#	0	1000.0	0.00	13.28	2	0	0	299.9	999863	993719	0.5	599.7254901960783	51
#	#	#	1	1	#	#	#	1	0	1	1	903.0	152.99	8.53	2	3	0	135.9	999903	993724	0.5	271.8256052599999	103
1	0	#	1	1	0	#	1	1	0	1	1	1000.0	0.00	125.85	2	3	0	97.0	999872	993728	0.8	194.0	7
1	#	#	#	1	1	#	1	#	#	#	1	929.8	119.19	2.59	2	3	0	192.2	999964	993730	0.4	5760.718746166974	189
1	0	#	1	1	0	1	1	#	#	#	1	1000.0	1.96	37.40	2	1	0	121.1	999764	993732	0.6	242.25	24
#	#	1	#	#	1	1	1	1	#	#	1	979.4	29.86	30.96	2	4	0	214.9	999992	993759	0.5	429.7319587628866	97
0	0	#	#	0	#	0	0	#	#	#	0	988.5	23.86	13.63	2	1	0	208.2	999922	993760	0.5	416.4137931034482	87
#	#	0	#	1	1	1	1	1	#	1	0	0.0	0.00	27.48	2	0	0	219.7	999906	993762	0.6	439.48387096774195	31
1	1	1	1	#	#	1	#	1	#	#	1	1000.0	1.20	32.72	2	1	0	262.8	999935	993791	0.5	525.5384615384612	39
1	#	0	0	#	0	0	0	0	1	#	0	1000.0	0.00	27.16	2	2	0	171.6	999531	993801	0.7	343.14285714285717	14
1	0	0	1	#	0	1	#	0	1	0	1	0.0	5.38	201.60	2	1	0	93.0	999951	993807	0.8	186.0	3
1	#	0	#	0	#	0	0	0	0	#	0	1000.0	1.45	33.64	2	3	0	202.9	999439	993823	0.6	405.7391304347826	23
1	0	1	#	0	0	#	#	0	#	0	1	83.3	153.53	18.90	2	2	0	124.0	999981	993837	0.6	247.91666666666666	24
#	0	0	0	#	#	0	1	0	#	1	0	960.0	73.88	28.59	2	3	0	124.2	999985	993841	0.6	248.32	25
0	#	#	0	0	#	0	#	#	#	1	1	81.4	164.12	3.79	2	1	0	137.6	999986	993842	0.5	2827.9180355514804	110
#	0	0	#	1	0	#	0	0	1	#	1	0.0	1.65	87.75	2	1	0	105.4	999599	993858	0.6	210.72727272727272	22
#	#	#	0	0	#	0	#	#	#	0	0	954.7	75.89	3.83	2	4	0	184.4	999901	993874	0.4	3748.2095601539495	194
0	1	#	0	#	#	0	0	0	1	#	1	41.7	75.22	14.86	2	3	0	128.7	999700	993890	0.6	257.4166666666667	24
0	1	0	0	#	0	1	0	#	#	0	1	0.0	0.00	168.38	2	2	0	160.8	999402	993902	0.7	321.6923076923077	13
0	0	#	#	1	0	#	0	0	1	#	0	904.8	156.85	15.24	2	1	0	149.8	998407	993916	0.6	299.6190476190476	21
0	1	#	0	0	0	#	0	#	1	#	1	90.9	153.24	23.72	2	1	0	112.4	999983	993918	0.6	224.8181818181818	22
0	0	0	0	#	#	1	#	1	0	#	1	0.0	1.25	84.43	2	3	0	121.6	999747	993987	0.6	243.28	25
#	#	#	1	#	1	0	1	0	1	#	1	784.3	368.09	3.88	2	5	0	112.1	999860	993989	0.5	2245.820454805607	51
#	0	#	0	#	0	#	1	0	0	#	1	42.6	77.49	8.21	2	2	0	172.0	999979	994009	0.5	344.0	47
1	1	0	#	#	#	#	1	#	#	#	0	233.7	359.32	4.54	2	6	0	119.2	999995	994025	0.4	238.36806675366216	173
#	0	0	0	0	1	1	1	0	#	0	0	1000.0	0.87	63.23	2	1	0	123.2	999769	994030	0.8	246.5	8
#	1	0	#	#	#	0	#	0	0	1	0	902.0	143.11	11.41	2	4	0	111.3	999861	994046	0.5	222.58823529411765	51
1	#	1	1	1	#	#	#	#	0	0	0	81.6	169.96	9.42	2	3	0	109.2	999842	994050	0.5	218.3673469387755	49
0	#	#	0	0	#	#	#	0	0	#	1	30.0	53.95	4.54	2	2	0	218.8	999950	994053	0.5	437.5	100
1	#	1	#	0	0	#	#	#	#	0	1	341.2	417.03	5.91	2	8	0	96.4	999981	994058	0.5	192.7294117647059	85
#	0	0	0	#	0	1	#	0	#	1	1	0.0	0.62	82.75	2	3	0	134.9	999668	994060	0.6	269.75999999999993	25
1	1	#	1	#	#	1	1	#	#	#	0	0.0	0.05	30.84	2	5	0	238.2	999993	994083	0.5	476.49484536082474	97
#	#	1	#	1	1	1	#	1	0	#	0	40.0	90.53	7.27	2	2	0	187.0	999717	994101	0.5	373.9600000000001	50
#	0	0	0	#	1	0	#	0	#	1	0	947.4	87.69	27.75	2	1	0	102.1	999559	994114	0.6	204.21052631578948	19
1	1	1	1	#	1	0	#	1	0	0	0	0.0	0.00	158.71	2	2	0	141.6	999449	994180	0.8	283.25	8
1	0	0	0	#	#	#	#	#	#	0	0	927.7	106.93	7.95	2	2	0	143.7	999866	994187	0.5	287.4939759036144	83
1	#	#	0	1	1	1	1	#	#	#	1	955.6	75.47	15.00	2	1	0	181.2	999954	994209	0.5	362.4888888888889	45
1	0	#	1	#	1	#	1	1	#	1	0	0.0	2.66	30.92	2	1	0	197.1	999934	994267	0.6	394.2307692307692	26
0	1	0	#	1	#	1	1	#	1	0	0	62.5	100.02	140.86	2	6	0	78.8	999641	994274	0.7	157.50000000000003	16
0	0	#	#	#	#	#	1	0	0	0	0	1000.0	0.00	46.90	2	3	0	184.0	999638	994282	0.5	368.04347826086956	46
0	#	1	0	#	0	0	#	#	0	#	1	35.7	51.19	19.18	2	2	0	188.8	999986	994286	0.5	377.60714285714283	56
#	0	0	#	#	#	#	0	0	#	#	0	920.8	136.71	10.06	2	17	0	179.3	999953	994311	0.4	358.58212453844425	166
#	0	0	#	1	0	#	0	#	0	#	0	925.0	112.58	7.56	2	1	0	187.7	999938	994332	0.5	375.4	40
#	1	0	#	1	#	#	#	1	1	1	1	959.2	90.38	8.97	2	2	0	148.0	999949	994339	0.5	296.08163265306115	49
0	0	0	#	#	#	#	#	0	#	1	1	100.0	183.78	11.06	2	5	0	142.2	999921	994352	0.5	284.3999999999999	90
#	#	#	0	0	0	#	#	0	#	#	1	57.7	89.64	9.14	2	3	0	193.3	999997	994356	0.4	386.5676264217979	166
1	#	#	0	0	0	0	0	0	1	#	1	0.0	1.05	55.17	2	1	0	172.1	998572	994388	0.7	344.2	10
0	0	0	#	#	#	#	0	0	#	0	0	1000.0	0.47	36.43	2	1	0	301.0	999605	994397	0.5	602.0555555555554	36
#	#	1	1	1	#	0	1	#	#	1	0	18.2	31.29	17.26	2	2	0	165.6	999868	994425	0.5	331.1999999999999	55
1	#	#	#	#	1	1	#	1	#	#	1	963.8	65.38	13.45	2	13	0	175.2	999990	994442	0.4	350.4340024399685	156
0	#	#	0	#	0	#	1	0	#	0	1	0.0	0.74	45.07	2	1	0	160.5	999977	994460	0.5	320.94545454545465	55
#	1	#	1	1	0	#	#	1	0	1	0	52.6	95.42	15.16	2	2	0	134.1	999812	994466	0.6	268.2105263157895	19
1	1	0	0	0	#	#	#	0	0	0	0	1000.0	0.00	30.18	2	3	0	168.2	999582	994486	0.7	336.44444444444446	9
0	0	0	#	0	#	#	0	1	0	#	0	1000.0	0.00	28.34	2	1	0	180.8	999763	994493	0.6	361.55555555555554	18
0	0	0	1	1	1	0	1	#	0	#	0	800.0	250.00	104.38	2	2	0	74.2	998598	994502	0.8	148.4	5
#	#	#	1	1	1	#	#	#	1	#	0	40.0	58.77	22.38	2	15	0	188.6	999999	994507	0.4	377.2612841936947	204
#	1	1	#	1	1	#	#	#	1	#	1	986.1	32.05	7.33	2	1	0	216.9	999960	994526	0.5	433.88888888888886	72
#	0	1	#	0	#	1	1	#	1	1	1	952.4	90.26	21.45	2	2	0	133.2	999825	994535	0.6	266.3809523809524	21
1	#	1	#	0	#	#	1	#	1	#	0	133.3	219.89	8.54	2	8	0	144.1	999966	994546	0.5	288.2000000000001	90
0	#	#	#	#	0	1	0	#	1	0	1	224.5	365.78	2.04	2	1	0	100.3	999996	994564	0.5	3825.444896626607	49
1	#	#	1	#	#	#	1	1	#	1	1	1000.0	0.00	37.22	2	3	0	201.9	999974	994574	0.5	403.70731707317066	82
#	#	0	0	#	0	#	#	1	1	0	1	166.7	268.05	17.16	2	5	0	104.9	999948	994576	0.5	209.85714285714286	42
