B_0	B_1	B_2	B_3	B_4	B_5	B_6	B_7	B_8	B_9	B_10	Action	Predict	Error	Fitness	Numer	GACount	SubsumerCount	AveActionSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	ActionCount
#	1	0	#	1	#	#	0	0	0	0	1	67.7	119.92	3.03	1	7	0	118.2	499694	444321	0.6	118.24989267742353	226
1	#	#	#	1	1	1	0	#	1	0	1	955.5	84.26	1.40	1	8	0	126.0	499253	444335	0.6	1716.7874003857357	213
1	1	0	0	0	1	0	1	0	1	0	1	0.0	6.31	47.11	1	1	0	57.9	495607	444407	1.0	57.93333333333333	15
1	1	0	0	#	#	0	0	0	#	1	0	882.4	212.42	6.62	1	10	0	86.0	499704	444408	0.7	85.97037	102
#	0	#	1	0	#	1	1	1	0	1	0	68.6	108.10	9.25	1	0	0	111.2	499468	444436	0.7	111.200137	102
1	1	1	0	#	1	0	#	#	#	1	0	41.9	88.90	4.44	1	7	0	129.3	499618	444452	0.6	129.3407478023491	203
#	1	1	#	1	1	1	#	1	0	#	1	1000.0	0.00	40.13	1	9	0	215.2	499816	444471	0.6	215.16856776896626	213
0	1	#	0	0	#	#	1	0	0	0	1	0.0	0.00	48.41	1	3	0	154.7	499824	444528	0.7	154.70103092783506	97
1	#	1	1	#	1	0	1	1	#	0	0	0.0	0.00	60.61	1	6	0	138.2	499920	444624	0.7	138.2449	101
1	#	1	#	#	#	#	1	1	1	1	0	0.0	0.00	32.40	1	26	0	309.5	499864	444642	0.5	309.5425632804119	406
1	#	0	#	#	1	0	#	1	1	1	0	64.4	103.73	3.14	1	6	0	125.8	499961	444645	0.6	125.84861516690539	213
1	0	1	#	#	1	1	1	0	#	#	0	71.8	128.81	2.73	1	5	0	129.0	499092	444664	0.6	129.03956439358907	211
0	0	#	#	1	#	#	0	0	0	0	0	1000.0	0.00	28.64	1	3	0	218.1	499893	444700	0.6	218.1264445125691	207
0	1	1	1	#	1	1	0	1	#	#	0	0.0	0.09	31.12	1	3	0	171.9	499931	444732	0.7	171.863531818391	126
1	1	#	0	1	1	#	1	1	#	0	1	1000.0	0.33	29.08	1	2	0	161.8	499571	444840	0.7	161.79713772862502	108
#	0	#	1	#	0	1	0	#	0	0	0	954.7	82.04	2.94	1	4	0	133.7	499833	444889	0.6	133.66517084960475	206
1	0	0	1	#	0	#	#	0	0	1	1	105.8	197.48	2.24	1	1	0	100.7	499726	444930	0.7	100.68702447679999	104
1	#	0	1	1	1	#	1	0	0	1	0	0.0	0.71	59.94	1	2	0	107.1	499503	444953	0.8	107.0625	48
0	#	1	1	0	1	0	#	0	#	0	1	100.0	185.11	2.21	1	1	0	96.0	499967	444986	0.7	95.99	100
#	1	#	0	#	1	0	1	1	#	1	1	932.3	115.00	3.30	1	3	0	125.5	499865	444987	0.6	125.5031136521684	215
1	1	#	1	1	#	0	0	1	1	#	0	0.0	0.40	38.46	1	5	0	163.6	499378	444990	0.7	163.58689873275853	112
0	0	0	0	#	#	1	1	#	1	0	0	896.9	147.96	9.66	1	7	0	90.0	498696	445002	0.7	90.04123711340206	97
0	0	1	0	0	#	1	0	#	0	1	1	0.0	0.00	69.30	1	1	0	118.1	499560	445007	0.8	118.06153846153848	65
0	#	0	#	1	0	0	#	#	1	0	1	74.6	138.63	1.77	1	5	0	120.7	499506	445082	0.6	1294.092113945635	211
#	1	0	0	0	0	#	0	#	#	1	1	67.5	121.49	1.63	1	3	0	125.1	499710	445086	0.6	1457.0067711599331	227
1	#	0	1	1	1	0	1	#	1	#	0	0.0	0.57	79.54	1	19	0	149.0	499961	445125	0.7	149.02077733000002	103
0	1	1	1	#	#	0	#	1	1	1	0	0.0	0.00	61.69	1	8	0	157.2	499989	445134	0.7	157.2227453979	104
#	0	1	0	1	1	1	1	1	#	0	0	0.0	0.00	71.98	1	3	0	127.4	499959	445135	0.8	127.42222222222222	45
1	1	1	#	0	1	0	1	1	#	#	1	1000.0	0.29	37.89	1	2	0	167.8	499357	445181	0.7	167.79979461999997	103
0	0	#	1	0	0	0	0	#	#	1	0	1000.0	0.00	39.58	1	2	0	152.7	499429	445185	0.7	152.72569114570967	128
1	1	#	1	0	#	1	0	1	0	1	1	1000.0	0.00	62.90	1	3	0	113.0	498890	445204	0.8	113.0	64
0	1	0	0	#	0	0	1	1	0	#	0	1000.0	0.36	51.91	1	7	0	120.1	499972	445309	0.8	120.13207547169812	53
1	1	#	1	0	1	#	0	#	#	1	1	945.1	98.62	2.02	1	5	0	125.0	499899	445313	0.6	125.00066241277564	222
1	0	#	#	1	0	0	0	1	#	0	1	144.3	230.70	6.43	1	11	0	80.4	499888	445344	0.7	80.44301291654257	111
#	1	#	#	1	1	0	#	1	0	1	1	930.4	111.83	3.33	1	2	0	137.4	499442	445350	0.6	137.43239268398762	211
#	0	0	0	0	0	#	0	1	1	1	0	1000.0	0.08	71.89	1	4	0	123.7	499880	445402	0.8	123.69090909090909	55
#	1	0	1	1	#	1	0	#	1	#	1	929.4	138.96	2.21	1	4	0	119.5	499850	445459	0.6	119.45404995263242	205
0	0	#	#	0	0	0	#	#	0	#	1	0.0	0.00	33.73	1	18	0	273.9	499947	445487	0.5	273.85678738664325	419
1	0	0	1	1	0	0	0	0	1	1	0	1000.0	30.30	0.01	1	0	0	56.6	498753	445505	1.0	56.642857142857146	14
1	0	1	1	#	#	0	0	0	#	0	0	858.2	244.02	6.21	1	7	0	88.7	499045	445521	0.7	88.71539215861054	106
0	0	#	#	1	0	#	0	0	1	0	0	1000.0	0.23	69.50	1	7	0	160.1	499887	445566	0.7	160.09172983806948	110
0	1	#	0	1	#	0	#	0	0	0	1	0.0	0.34	34.73	1	2	0	148.5	499963	445620	0.7	148.5018023128284	112
0	0	1	1	1	1	#	0	0	1	#	0	279.1	412.08	6.20	1	4	0	71.2	499576	445675	0.8	71.20930232558139	43
0	0	0	#	#	#	1	1	0	0	1	0	916.1	134.39	5.82	1	4	0	97.5	499728	445680	0.7	97.46340262426659	107
#	0	0	0	#	1	0	0	0	#	#	1	0.0	0.00	39.33	1	13	0	215.5	499811	445773	0.6	215.4793291544512	215
#	1	0	0	#	0	1	0	#	0	0	0	1000.0	0.75	30.36	1	2	0	152.3	499690	445837	0.7	152.25060500000004	102
#	0	0	#	0	1	#	0	0	0	#	0	1000.0	0.29	29.70	1	8	0	215.5	499320	445851	0.6	215.4554805153172	212
#	0	0	0	1	#	1	0	#	0	#	1	68.7	101.68	9.09	1	10	0	124.8	499962	445882	0.6	124.84244661613337	206
1	#	#	1	#	0	1	0	1	#	1	0	48.0	106.05	3.37	1	9	0	122.0	499983	445883	0.6	121.96808406613492	215
0	#	1	0	0	1	#	#	0	0	1	1	116.1	213.57	2.18	1	1	0	99.5	499539	445886	0.7	99.45890087027556	123
1	0	0	0	1	0	0	0	#	#	1	0	1000.0	0.00	69.68	1	2	0	117.1	499140	445892	0.8	117.06521739130434	46
0	1	0	0	0	#	1	1	#	1	0	0	750.0	369.27	3.47	1	2	0	77.6	497111	445911	0.8	77.64285714285712	56
1	0	0	#	#	0	1	#	1	1	1	1	862.6	220.66	4.58	1	1	0	89.6	498650	445928	0.7	89.57901400000003	102
0	0	0	0	1	#	0	1	#	#	0	1	0.0	0.00	52.20	1	5	0	160.2	499581	445938	0.7	160.24035186727556	107
#	0	#	0	0	1	#	#	1	0	0	0	950.1	109.14	2.06	1	2	0	133.1	499940	445961	0.6	133.068562231807	201
1	#	#	1	#	#	1	0	1	1	1	0	0.0	0.00	21.56	1	3	0	215.4	499713	445993	0.6	215.40315421890995	210
1	0	0	#	#	#	0	#	0	0	0	0	1000.0	0.10	24.51	1	9	0	201.2	499915	446047	0.6	201.21344414419843	200
1	0	#	1	1	1	0	#	1	0	1	1	1000.0	0.00	42.83	1	5	0	117.4	499951	446058	0.8	117.41935483870968	62
#	#	1	0	#	1	#	1	1	0	1	0	73.2	127.14	5.32	1	9	0	126.5	499905	446103	0.6	126.47898021137784	215
1	1	0	0	1	#	#	1	1	1	#	1	1000.0	0.00	34.25	1	2	0	157.7	499364	446116	0.7	157.671052631579	76
#	1	#	0	#	0	0	1	0	#	0	0	929.0	122.71	8.06	1	20	0	133.9	499987	446141	0.6	133.93695885607033	217
1	#	0	0	1	0	#	0	#	0	0	0	1000.0	0.18	51.07	1	5	0	149.7	499831	446295	0.7	149.68531000000007	102
0	0	0	1	1	1	1	1	1	0	#	0	0.0	20.92	23.35	1	1	0	68.1	498863	446334	0.9	68.09090909090908	22
#	#	0	0	0	1	#	1	0	0	0	0	1000.0	0.00	32.33	1	5	0	160.5	499950	446355	0.7	160.4530390468459	106
#	1	#	#	1	#	1	#	#	1	1	1	989.1	26.14	2.04	1	31	0	218.3	499938	446366	0.5	218.32729273964682	820
#	#	1	1	0	1	1	0	#	0	1	0	124.9	212.23	4.82	1	2	0	91.1	499815	446420	0.7	91.10545399700001	104
#	#	#	0	#	1	1	1	1	1	0	1	925.7	112.08	7.86	1	12	0	122.5	499717	446469	0.6	122.4938028971232	227
#	#	1	1	#	0	0	#	0	0	1	0	714.5	402.21	2.02	1	6	0	82.8	499886	446477	0.6	82.77686041667047	200
0	1	#	1	1	1	1	#	0	#	0	1	864.2	240.63	7.92	1	8	0	87.6	499929	446492	0.7	87.63476636000003	103
0	1	0	0	1	#	1	0	0	0	#	1	0.0	0.25	51.47	1	4	0	105.0	493600	446496	0.8	105.02127659574468	47
1	#	1	0	0	1	#	0	1	#	1	1	873.9	193.31	12.85	1	12	0	89.5	499776	446500	0.7	89.53765798999999	103
#	1	1	1	1	0	#	#	0	1	1	0	0.0	0.52	52.04	1	12	0	146.3	499426	446516	0.7	146.27260815253894	107
1	0	1	#	1	1	#	#	0	1	#	0	75.3	121.80	6.45	1	7	0	121.5	499753	446562	0.6	121.51064237729257	211
1	#	0	#	1	0	0	0	0	#	0	0	1000.0	0.00	85.72	1	10	0	148.8	499620	446571	0.7	148.83516483516485	91
#	1	1	0	1	#	1	0	#	1	0	1	895.8	166.40	11.95	1	7	0	89.3	499253	446580	0.7	89.3229166666667	96
#	1	0	1	#	1	#	1	0	1	#	0	45.8	78.46	2.32	1	8	0	128.8	499868	446620	0.6	128.78883472702933	224
0	1	1	#	1	0	#	0	1	1	#	0	116.4	168.60	8.75	1	4	0	98.4	499928	446680	0.7	98.35307806	103
0	1	0	0	0	1	0	#	#	0	0	0	1000.0	0.00	19.68	1	2	0	193.1	499950	446702	0.8	193.07843137254903	51
1	1	#	#	#	1	1	#	1	#	1	0	0.0	0.00	29.12	1	6	0	302.9	499957	446709	0.5	302.8991656080769	411
#	0	0	0	1	0	1	0	#	0	1	1	0.0	0.00	42.89	1	1	0	114.6	499962	446714	0.8	114.56	50
#	1	1	#	#	1	#	1	0	#	1	0	22.1	38.01	2.64	1	16	0	180.4	499757	446717	0.5	180.38642887382613	403
1	1	1	#	0	1	1	#	0	1	#	0	0.0	0.28	80.05	1	5	0	153.9	499276	446723	0.7	153.89898989898995	99
#	1	1	#	#	0	1	1	1	1	0	1	1000.0	0.00	34.56	1	6	0	163.0	499439	446733	0.7	162.99802997091598	105
#	1	1	1	#	0	1	#	1	1	0	1	1000.0	0.00	84.31	1	12	0	160.2	499344	446771	0.7	160.21793896	103
1	0	0	#	1	#	0	1	1	1	#	0	112.2	211.19	4.91	1	3	0	94.4	499961	446805	0.7	94.36734693877551	98
0	0	0	0	0	1	#	1	0	#	#	1	0.0	0.00	48.11	1	9	0	152.7	499639	446809	0.7	152.68972563059904	113
0	#	0	#	0	1	1	0	1	#	0	1	130.4	195.94	6.84	1	6	0	98.7	499974	446818	0.7	98.65217391304348	92
0	1	#	0	0	#	#	1	0	#	0	1	69.7	127.20	2.84	1	6	0	122.4	499948	446834	0.6	122.41657466467373	187
0	#	0	#	0	0	0	1	#	1	0	1	0.0	0.91	37.12	1	2	0	153.6	498960	446835	0.7	153.64203683500503	109
1	1	1	#	1	#	#	1	0	1	0	1	1000.0	0.45	44.38	1	7	0	152.2	499846	446935	0.7	152.24378093155616	109
#	0	1	#	0	#	0	0	#	0	0	1	0.0	0.00	38.95	1	9	0	207.7	499871	446938	0.6	207.745654506977	214
1	1	0	#	1	0	#	#	1	1	#	0	22.7	51.41	2.30	1	8	0	123.3	499549	446989	0.6	123.28405953078854	225
1	#	1	0	#	1	0	0	#	1	1	0	114.6	203.42	4.36	1	3	0	99.9	498811	447028	0.7	99.9375	96
1	1	0	1	0	#	1	#	#	1	#	0	60.6	102.90	3.58	1	4	0	123.2	499765	447030	0.6	123.1828328910529	202
1	0	1	1	#	#	0	0	0	0	0	0	1000.0	0.00	76.44	1	8	0	110.0	498769	447062	0.8	110.0	50
0	1	0	1	#	1	1	#	#	#	1	0	47.3	85.95	6.40	1	11	0	128.3	499930	447085	0.6	128.32015005773252	212
1	#	#	1	#	1	0	1	#	0	1	1	950.5	88.71	3.25	1	10	0	126.0	499306	447101	0.6	125.98298910998733	222
0	#	0	1	1	0	0	0	#	1	0	1	0.0	0.00	67.30	1	5	0	111.5	499337	447130	0.8	111.48837209302326	43
0	0	#	0	#	0	#	1	1	0	#	1	46.1	84.04	2.82	1	4	0	125.3	499215	447171	0.6	125.26766752574873	200
1	#	0	0	1	0	0	0	1	1	0	1	0.0	0.00	113.07	1	6	0	76.1	498372	447172	0.9	76.12903225806451	31
#	#	1	1	#	1	#	1	1	0	0	1	925.0	123.51	4.39	1	2	0	113.3	499992	447180	0.6	113.32361293573732	207
1	0	1	1	0	1	#	1	1	0	0	1	1000.0	0.00	82.61	1	2	0	83.3	498602	447180	0.9	83.32	25
#	#	#	0	0	0	#	0	#	0	0	0	1000.0	0.04	45.75	1	8	0	284.9	499999	447212	0.5	284.85968829588785	397
0	0	0	0	1	#	0	#	#	1	0	1	0.0	0.00	33.05	1	3	0	161.3	499490	447226	0.7	161.31868008393093	105
1	0	#	1	#	0	1	0	1	#	1	1	865.1	209.32	4.77	1	8	0	93.0	498970	447236	0.7	93.0002319149	104
#	#	#	0	1	0	#	#	0	0	0	0	969.5	66.11	2.35	1	12	0	171.7	499892	447257	0.5	171.7304588020531	407
0	0	1	1	#	1	0	0	#	#	0	0	836.7	245.11	6.07	1	4	0	89.2	499576	447283	0.7	89.24489795918369	98
0	1	#	0	1	0	1	1	1	0	#	0	260.0	371.79	4.11	1	1	0	73.4	498502	447302	0.8	73.36000000000001	50
#	0	1	#	1	1	#	1	0	1	1	1	1000.0	0.00	30.41	1	5	0	177.3	499812	447345	0.7	177.34658594513715	122
0	#	0	0	#	0	#	1	#	0	1	0	923.6	122.24	6.50	1	8	0	144.7	499972	447357	0.6	144.74490043952798	212
#	#	#	#	1	1	#	1	1	1	0	1	984.4	36.60	2.42	1	26	0	158.3	499851	447458	0.5	158.27731990445696	427
1	#	#	1	#	0	1	#	#	1	1	1	961.3	71.26	2.26	1	22	0	172.7	499938	447507	0.5	172.7027527814143	408
#	1	#	1	0	1	0	1	1	1	#	0	0.0	0.08	31.75	1	1	0	147.3	499206	447508	0.7	147.29761904761912	84
#	0	#	1	1	0	#	0	0	0	0	1	0.0	0.24	50.98	1	9	0	145.2	499624	447516	0.7	145.17512651896527	112
0	1	0	0	0	1	0	1	0	#	1	1	0.0	0.00	66.23	1	2	0	82.0	498756	447556	0.9	82.04347826086956	23
#	#	1	1	1	#	1	#	0	1	1	1	1000.0	0.19	32.06	1	5	0	226.4	499921	447560	0.6	226.4449664877693	211
1	1	1	0	#	1	1	0	#	1	0	1	1000.0	0.33	47.27	1	3	0	116.4	499253	447565	0.8	116.37735849056604	53
0	#	#	0	0	#	0	1	0	1	0	1	0.0	0.00	31.47	1	4	0	168.4	498767	447567	0.7	168.3958333333333	96
0	#	#	0	0	0	#	1	0	#	#	1	22.9	43.65	3.81	1	19	0	169.1	499901	447606	0.5	169.07961235305098	380
#	1	1	0	#	1	#	1	0	1	#	0	65.1	123.41	2.65	1	8	0	124.6	499027	447612	0.6	124.6489352234051	213
#	#	1	#	1	1	1	1	0	#	#	1	971.2	61.52	3.09	1	17	0	177.2	499960	447622	0.5	177.1539379961792	417
0	1	1	1	1	0	0	#	#	1	1	0	0.0	0.00	83.03	1	3	0	110.8	499733	447624	0.8	110.84745762711864	59
1	1	0	1	0	1	0	1	#	#	#	1	908.2	165.33	5.16	1	6	0	95.7	499770	447643	0.7	95.70774577561868	118
0	0	0	1	#	0	0	#	0	#	0	1	0.0	0.00	12.49	1	2	0	265.4	499820	447646	0.7	265.407450949868	114
1	0	0	#	0	#	0	#	0	1	0	1	0.0	0.25	49.90	1	6	0	143.9	499743	447697	0.7	143.94639999999995	101
1	0	1	#	0	#	1	#	1	#	1	1	946.7	101.32	5.20	1	7	0	123.1	499939	447719	0.6	123.10618311487349	207
#	0	0	1	#	1	#	#	0	0	0	1	95.6	160.62	2.33	1	3	0	118.4	499925	447888	0.6	118.38965799975335	200
#	0	0	0	#	1	1	0	0	0	1	1	0.0	1.43	52.67	1	3	0	111.5	499130	447930	0.8	111.54	50
#	0	0	#	0	0	0	#	#	#	1	1	39.2	65.61	3.90	1	4	0	161.8	499982	447932	0.5	161.8131401340976	400
1	1	#	#	#	#	0	1	1	1	1	1	1000.0	0.04	42.63	1	10	0	229.1	499865	447933	0.6	229.12960883200898	212
#	1	1	0	0	#	1	1	#	1	1	0	0.0	0.25	81.07	1	14	0	160.9	499138	447938	0.7	160.90057333999994	103
1	#	0	#	1	#	0	1	1	1	1	0	0.0	0.00	40.70	1	8	0	153.7	499961	448004	0.7	153.7478030858614	109
#	1	1	1	#	#	0	0	0	#	0	1	330.2	432.72	1.96	1	7	0	79.3	499504	448013	0.6	79.33303025007518	216
#	1	1	#	1	0	0	0	0	#	0	1	115.3	186.56	10.54	1	7	0	83.5	499607	448048	0.7	83.51888680299996	104
#	0	#	#	0	#	1	0	0	0	0	1	0.0	0.05	46.45	1	8	0	222.2	499656	448064	0.6	222.20585978667006	211
0	#	#	1	0	0	0	0	0	1	#	0	1000.0	0.00	73.31	1	11	0	153.9	499635	448090	0.7	153.9075366120546	108
#	1	#	0	1	0	#	1	1	1	#	1	922.8	132.51	1.97	1	3	0	131.1	499678	448125	0.6	131.12871155584708	200
#	1	#	0	1	0	1	1	#	1	1	1	1000.0	0.37	46.49	1	8	0	173.6	499678	448125	0.7	173.56237099999998	102
0	#	#	1	1	1	1	0	#	1	1	1	1000.0	0.53	45.72	1	4	0	153.2	499712	448135	0.7	153.21773355440004	104
1	#	0	0	0	1	0	#	1	0	0	1	0.0	2.23	44.18	1	1	0	117.0	499422	448222	0.8	116.97674418604652	43
1	0	0	1	1	0	#	1	0	0	0	0	1000.0	0.60	83.29	1	7	0	80.8	498116	448230	0.9	80.78260869565217	23
1	1	#	#	0	1	#	#	1	1	1	0	0.0	0.21	31.91	1	5	0	216.1	499713	448250	0.6	216.07720748511676	192
#	0	0	0	1	0	1	0	#	#	0	1	0.0	0.00	37.25	1	3	0	155.2	498637	448277	0.7	155.19851930097227	109
1	1	0	1	1	#	1	#	0	#	1	1	1000.0	0.05	49.89	1	4	0	168.0	499778	448303	0.7	167.9777777777777	90
#	0	#	0	#	0	0	0	1	1	0	0	1000.0	0.70	34.01	1	3	0	166.3	499615	448440	0.7	166.29347826086953	92
0	1	1	1	0	#	1	1	#	1	#	0	0.0	1.26	37.73	1	5	0	164.3	498366	448457	0.7	164.31313131313144	99
1	1	0	0	0	0	#	0	0	#	1	0	1000.0	0.00	72.98	1	7	0	112.9	499704	448475	0.8	112.94871794871794	39
0	1	#	0	1	1	1	0	1	#	1	1	1000.0	0.00	51.03	1	3	0	125.2	499682	448482	0.8	125.25	44
0	#	#	1	1	1	1	0	0	#	1	1	883.6	193.75	3.03	1	7	0	98.1	499712	448512	0.7	98.08030274000002	103
#	1	0	#	0	1	#	1	1	1	#	1	937.1	114.60	3.59	1	5	0	121.0	499865	448517	0.6	120.95235948168136	203
1	1	#	0	1	1	#	1	0	0	#	0	96.8	174.51	3.63	1	2	0	93.6	499381	448577	0.7	93.5591397849462	93
1	#	0	0	#	0	0	1	0	#	#	0	918.3	150.19	2.73	1	2	0	121.1	499914	448579	0.6	121.11889849442136	178
#	#	#	#	#	0	0	#	0	0	0	0	991.1	16.46	4.98	1	27	0	232.2	499994	448595	0.5	232.2364715289696	750
1	1	1	#	1	0	#	1	#	0	1	1	1000.0	0.00	66.47	1	9	0	180.8	499797	448597	0.7	180.82035575229781	111
1	1	#	1	1	#	0	0	1	#	0	0	121.2	215.08	3.68	1	3	0	92.9	499837	448637	0.7	92.9191919191919	99
1	#	1	#	#	1	#	1	1	0	#	0	21.2	48.85	2.30	1	23	0	158.6	499957	448640	0.5	158.58455441649005	407
0	#	1	1	#	1	1	0	1	0	1	0	0.0	0.99	43.10	1	2	0	127.0	497980	448685	0.8	127.01886792452831	53
1	0	1	#	#	0	0	#	0	0	1	0	931.0	131.64	9.46	1	5	0	95.4	499984	448686	0.7	95.40229885057471	87
0	0	0	#	#	#	1	#	0	1	0	0	930.6	119.67	2.06	1	2	0	125.4	499887	448687	0.6	125.44354322281077	183
0	0	0	0	1	0	#	#	#	#	#	1	32.0	65.35	3.03	1	24	0	168.8	499581	448703	0.5	168.84255179944986	413
0	#	#	#	1	1	1	1	1	#	1	0	0.0	0.00	27.56	1	8	0	224.3	499905	448705	0.6	224.2823037124314	191
#	1	#	0	#	1	1	1	1	0	1	0	0.0	0.00	28.71	1	5	0	165.3	499905	448705	0.7	165.25000000000006	92
1	0	1	0	0	#	0	0	#	#	1	1	80.1	140.77	3.08	1	2	0	93.3	499906	448706	0.7	93.32337841156304	113
0	0	#	#	1	0	0	1	0	#	0	1	0.0	0.00	45.80	1	13	0	159.3	499935	448735	0.7	159.28119939202483	122
0	0	#	1	#	#	0	1	0	0	#	1	54.0	105.74	2.92	1	3	0	127.8	499935	448735	0.6	127.7678904214594	190
#	0	1	0	#	1	1	0	1	#	1	0	90.0	194.57	1.80	1	2	0	101.8	499904	448755	0.7	1074.6211491728925	100
0	#	0	0	1	0	0	#	1	0	#	1	0.0	1.04	41.90	1	5	0	139.3	499686	448772	0.7	139.2604166666667	96
#	1	0	1	0	0	#	0	0	0	#	0	1000.0	0.00	59.42	1	8	0	161.0	499994	448794	0.7	160.96938775510213	98
0	1	1	0	1	1	#	1	#	1	0	1	1000.0	0.00	47.00	1	4	0	131.0	499680	448837	0.8	130.97560975609755	41
1	#	0	1	1	1	1	0	#	0	1	0	0.0	0.00	55.37	1	4	0	114.0	499203	448847	0.8	114.04444444444445	45
0	0	#	0	#	1	0	#	1	0	0	1	0.0	0.04	40.75	1	5	0	159.9	499541	448861	0.7	159.9318181818182	88
#	1	1	1	#	1	#	1	#	1	#	0	0.0	0.01	21.77	1	11	0	294.7	499989	448912	0.5	294.7416910258338	383
0	#	1	0	#	0	0	1	0	#	#	0	940.7	96.39	5.41	1	8	0	145.0	499759	448914	0.6	144.96676540699156	182
0	1	1	#	0	0	0	#	0	1	0	0	1000.0	0.00	64.61	1	4	0	112.6	498066	448914	0.8	112.63636363636364	44
1	0	#	#	0	#	1	0	0	1	0	1	90.9	135.07	21.96	1	9	0	103.4	498745	448925	0.7	103.38383838383838	99
0	0	#	0	1	1	0	1	0	0	#	1	0.0	0.00	41.35	1	4	0	120.4	496991	448947	0.8	120.4375	48
0	#	0	0	1	#	0	#	#	0	0	1	0.0	0.00	40.24	1	17	0	210.5	499963	448947	0.6	210.4548238692189	202
#	#	1	1	0	1	0	0	1	1	1	0	0.0	0.20	53.17	1	2	0	115.8	498852	448961	0.8	115.8048780487805	41
0	1	1	0	1	#	1	1	0	0	1	1	1000.0	0.00	74.22	1	4	0	91.0	497740	448963	0.9	91.0	25
0	1	1	#	1	0	0	#	0	0	1	0	733.3	386.21	10.70	1	5	0	63.2	498125	448973	0.8	63.22222222222222	45
#	1	0	0	1	0	#	0	#	1	0	1	114.1	222.65	2.50	1	7	0	93.7	499729	449029	0.7	93.74979797406696	105
1	0	#	1	#	0	0	0	#	#	0	0	953.2	91.59	4.68	1	9	0	121.5	499448	449034	0.6	121.50632366500771	175
#	1	1	1	#	#	#	1	0	0	1	0	49.2	100.66	5.71	1	10	0	132.3	499976	449045	0.6	132.306717314865	189
#	0	1	0	1	0	#	0	1	0	0	1	0.0	1.15	69.58	1	8	0	109.1	499433	449047	0.8	109.125	56
1	1	0	1	#	1	#	1	1	0	#	0	0.0	0.88	49.40	1	9	0	147.2	499114	449059	0.7	147.23711340206185	97
0	0	0	0	#	1	1	1	#	1	0	0	777.8	287.98	13.94	1	4	0	68.6	498250	449098	0.8	68.55555555555554	45
1	#	1	1	0	0	1	1	0	1	0	0	0.0	0.00	294.38	1	10	0	68.5	499358	449104	0.9	68.5217391304348	23
0	0	1	1	1	#	#	0	0	0	0	0	1000.0	0.25	37.86	1	3	0	116.0	497948	449120	0.8	115.95652173913044	46
0	1	#	1	1	#	1	1	1	#	0	0	0.0	0.00	29.86	1	2	0	146.9	499692	449163	0.7	146.8787878787879	99
1	0	1	1	0	1	1	#	1	0	#	1	1000.0	1.28	45.07	1	4	0	105.8	498602	449172	0.8	105.76190476190476	42
1	0	1	#	1	1	1	0	#	1	1	0	0.0	0.00	16.87	1	0	0	214.0	499736	449176	0.8	213.96296296296296	54
1	#	1	#	0	#	#	1	0	1	1	0	73.2	123.59	10.04	1	18	0	126.8	499755	449179	0.6	126.81895896011693	208
#	1	0	0	#	1	#	1	1	#	1	1	928.1	122.54	6.91	1	10	0	117.4	499865	449199	0.6	117.36266129266916	177
0	1	#	1	0	0	1	0	1	1	1	1	1000.0	0.00	92.41	1	5	0	67.2	499775	449215	0.9	67.2307692307692	26
1	0	1	0	0	1	1	0	#	#	0	0	750.0	373.82	15.02	1	5	0	82.8	498739	449247	0.8	82.77083333333334	48
0	0	0	1	#	0	1	1	0	0	#	0	1000.0	0.00	46.92	1	1	0	125.1	498501	449326	0.8	125.14814814814815	54
1	0	1	1	#	1	1	0	1	#	#	0	0.0	0.12	67.96	1	10	0	146.2	499862	449347	0.7	146.17346938775506	98
#	0	#	1	1	0	1	1	0	0	0	1	326.9	430.15	19.12	1	7	0	66.7	497045	449349	0.8	66.65384615384615	52
#	0	0	1	#	0	0	1	0	1	0	1	0.0	0.45	40.63	1	3	0	111.6	499743	449396	0.8	111.64285714285714	56
#	1	1	#	1	1	1	#	0	#	0	0	52.0	91.26	2.94	1	6	0	118.9	499828	449399	0.6	118.9304807299129	203
#	0	1	#	0	1	1	1	0	0	0	0	755.6	408.48	2.02	1	0	0	74.6	495730	449401	0.8	74.62222222222222	45
#	#	#	0	1	0	1	0	1	0	0	1	111.8	207.00	2.30	1	2	0	89.5	499585	449421	0.7	89.48500501480724	107
1	1	1	0	1	#	1	0	0	#	#	0	107.5	166.86	6.30	1	2	0	90.3	499828	449453	0.7	90.26881720430107	93
0	0	0	0	#	1	1	0	#	0	#	1	0.0	0.00	34.27	1	2	0	161.4	499481	449464	0.7	161.44039999999998	101
#	0	1	0	#	1	1	1	#	1	1	1	1000.0	0.53	48.61	1	2	0	156.4	499810	449491	0.7	156.40716807791392	108
0	0	1	1	0	1	0	#	0	#	0	0	1000.0	0.00	49.50	1	5	0	106.7	499340	449524	0.8	106.65384615384616	52
#	0	1	0	1	0	1	0	0	#	0	1	0.0	0.00	80.48	1	7	0	124.3	498481	449565	0.8	124.3170731707317	41
#	0	#	0	0	0	1	#	0	#	0	0	1000.0	0.03	26.55	1	9	0	223.6	499758	449593	0.6	223.64079166277207	191
0	0	1	0	1	0	#	1	1	0	0	1	0.0	2.00	108.25	1	5	0	70.4	498758	449606	0.9	70.39999999999998	25
#	1	#	0	#	1	#	1	#	1	1	1	970.4	58.64	1.87	1	11	0	165.3	499965	449611	0.5	1678.4896568449383	385
